seed,task,subwindow_idx,sigma_mean,sigma_std,sigma_cv,n
42,RAN,47,0.021375717907434418,0.003998065680327995,0.18703772652882353,4200
42,RAN,48,0.021368082780834463,0.003977458988378005,0.18614018998211115,4200
42,RAN,49,0.021378203335528572,0.003943264109582751,0.18445254952877238,4200
42,RAN,50,0.0213539982250049,0.003784552272229986,0.1772292117079221,4200
42,RAN,51,0.02126263410651258,0.0036471376940095794,0.1715280277946602,4200
42,RAN,52,0.021237276771017128,0.0036351704453364162,0.17116933044341143,4200
42,RAN,53,0.02132866634255541,0.003961925951404225,0.18575591590081308,4200
42,RAN,54,0.02135949410431619,0.0040956658473040395,0.19174919720951694,4200
42,RAN,55,0.02136243297762814,0.0041125067950506695,0.19251116197099377,4200
42,RAN,56,0.021362940842463148,0.004106701071522721,0.19223481925109417,4200
42,RAN,57,0.021376847155126076,0.004103550924061048,0.19196240185854696,4200
42,RAN,58,0.021383422108012296,0.004140470892888237,0.19362994716064724,4200
42,RAN,59,0.021396987789665305,0.004149171547954618,0.19391381575488204,4200
42,RAN,60,0.02140908491731222,0.004167565049678443,0.1946633901343624,4200
42,RAN,61,0.021418511722059476,0.004170520525722411,0.19471570106465824,4200
42,RAN,62,0.021416814532574442,0.0041581112653725945,0.19415171472154324,4200
42,RAN,63,0.02143205348224867,0.004151569984778201,0.19370845580507642,4200
42,RAN,64,0.02142748667592449,0.004141985782945616,0.19330245518712522,4200
42,RAN,65,0.021431080020210217,0.00410928622786125,0.1917442435932327,4200
42,RAN,66,0.021429556893362175,0.003862155200115412,0.1802256210585352,4200
42,RAN,67,0.021319600005545433,0.0036705610607455884,0.1721683830742997,4200
42,RAN,68,0.02133934603205749,0.0037132313485128596,0.17400867594229824,4200
42,RAN,69,0.021521734940109862,0.003979248287388808,0.18489440086787426,4200
42,RAN,70,0.02159595892831151,0.0040742705524889926,0.18865893225735733,4200
42,RAN,71,0.021634644959121943,0.0041239956537788445,0.1906199829750393,4200
42,RAN,72,0.021633616225306122,0.004127390670989228,0.19078597993067725,4200
42,RAN,73,0.02163198795635253,0.004138583738899238,0.19131777196112418,4200
42,RAN,74,0.021636514651278655,0.004157373535592915,0.1921461752319349,4200
42,RAN,75,0.021651506307091388,0.004174937335760441,0.1928243364016225,4200
42,RAN,76,0.02167845611726599,0.00420270661635177,0.19386558681199112,4200
42,RAN,77,0.021690367769582997,0.0041986598350534105,0.193572551634708,4200
42,TEX,0,0.02192102922163608,0.0025118028760470284,0.11458416713243903,2520
42,TEX,1,0.021915718909752156,0.0025187786740056726,0.1149302326963527,2520
42,TEX,2,0.021939310623658084,0.0025594055877777733,0.11665843251327407,2520
42,TEX,3,0.021884046191541804,0.0025902239188073085,0.11836128913895418,2520
42,TEX,4,0.021874523309931632,0.0026024102335177927,0.1189699174992411,2520
42,TEX,5,0.021843166500773458,0.0025984420694125793,0.11895903779887268,2520
42,TEX,6,0.02191344221928231,0.002563990740780376,0.11700538487395842,2520
42,TEX,7,0.021934461778783727,0.002533366839212542,0.11549710518372326,2520
42,TEX,8,0.021981628997887057,0.0025135703728320783,0.11434868512582441,2520
42,TEX,9,0.021975740093353485,0.002496179279000401,0.11358795054894943,2520
42,TEX,10,0.021971193220215065,0.0024975350552215838,0.11367316422868073,2520
42,TEX,11,0.021959550397115803,0.002496976511204943,0.11370799793482562,2520
42,TEX,12,0.02191714816283257,0.0024988821000194498,0.11401492938105386,2520
42,TEX,13,0.021923299287519758,0.002524488829953062,0.11515095409887388,2520
42,TEX,14,0.02191125215511651,0.0024974021418758662,0.1139780658903465,2520
