accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,method,n,retention_accuracy_mean,retention_accuracy_std,retention_macro_f1_mean,retention_macro_f1_std,task_labels
0.9890620490620491,0.003856676134275017,0.9895732545514301,0.0037458535728906797,no_protection,3,1.0,0.0,1.0,0.0,"[""FXS"", ""HSS"", ""RAN"", ""TEX""]"
0.9718614718614719,0.005255537249084662,0.9720331456305175,0.005079601167129742,fixed_ae_sigma1,3,0.9826430938555405,0.00895211978652108,0.9823067070179269,0.00863709508391103,"[""FXS"", ""HSS"", ""RAN"", ""TEX""]"
0.9672727272727273,0.00832640592109235,0.967139255638583,0.007532293875343761,aniae,3,0.9780090732595973,0.011532519288254743,0.9773653427053222,0.010666347386169077,"[""FXS"", ""HSS"", ""RAN"", ""TEX""]"
