accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,method,n,retention_accuracy_mean,retention_accuracy_std,retention_macro_f1_mean,retention_macro_f1_std,task_labels
0.9974603174603175,0.0002795652609056399,0.9969732256455228,0.0002303103274923112,no_protection,3,1.0,0.0,1.0,0.0,"[""FXS"", ""HSS"", ""TEX""]"
0.9960090702947846,0.0008628706390222438,0.9941968394124056,0.0008036236850571922,fixed_ae_sigma1,3,0.9985453263243187,0.0010981895340482694,0.9972153737515446,0.0009866780350600915,"[""FXS"", ""HSS"", ""TEX""]"
0.9964625850340137,0.0007776157913597441,0.9939420230131081,0.0008685789465176907,aniae,3,0.998999749897311,0.000758135191459414,0.9969596606354312,0.0009149773937743998,"[""FXS"", ""HSS"", ""TEX""]"
